course,skills,level,duration
AI Fundamentals for Non-Data Scientists,"{"" Machine Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Data Analysis"","" Deep Learning"","" Human Learning"","" Big Data""}",Mixed , 1 - 4 Weeks
Intellectual Property Law,"{"" Critical Thinking"","" Strategy"","" Innovation"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Design and Product""}",Intermediate , 3 - 6 Months
Fundamentals of Quantitative Modeling,"{"" Business Analysis"","" Data Model"","" Finance"","" Forecasting"","" General Statistics"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Regression"","" Statistical Analysis"","" Linear Algebra""}",Mixed , 1 - 4 Weeks
Methods and Statistics in Social Sciences,"{"" Probability & Statistics"","" Statistical Tests"","" General Statistics"","" Statistical Analysis"","" Correlation And Dependence"","" Statistical Programming"","" Basic Descriptive Statistics"","" Research and Design"","" Data Analysis"","" Regression"","" Adaptability"","" Computational Thinking"","" Critical Thinking"","" People Analysis"","" Theoretical Computer Science"","" Writing"","" Probability Distribution"","" Problem Solving"","" R Programming"","" Experiment"","" Mathematical Theory & Analysis"","" Computer Programming""}",Beginner , 3 - 6 Months
Pricing Strategy Optimization,"{"" Marketing"","" Strategy"","" Strategy and Operations"","" Customer Analysis"","" Sales"","" Product Strategy"","" Business Analysis"","" Leadership and Management"","" Market Analysis"","" Product Marketing"","" Design and Product"","" Product Management"","" Entrepreneurship"","" Market Research"","" Accounting"","" Decision Making"","" Game Theory"","" B2B Sales"","" Cost Accounting"","" Data Analysis"","" Product Lifecycle"","" Marketing Management"","" Retail Sales""}",Beginner , 3 - 6 Months
Modern and Contemporary Art and Design,"{"" Design and Product"","" Critical Thinking"","" Creativity""}",Beginner , 3 - 6 Months
The Strategy of Content Marketing,"{"" Digital Marketing"","" Marketing"","" Writing"","" Strategy""}",Intermediate , 1 - 3 Months
Capstone: Applying Project Management in the Real World,"{"" Communication"","" Leadership and Management"","" Planning"","" Problem Solving"","" Project Management""}",Beginner , 1 - 4 Weeks
Java Programming and Software Engineering Fundamentals,"{"" Computer Programming"","" Java Programming"","" Programming Principles"","" Algorithms"","" Problem Solving"","" Data Structures"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Computational Thinking"","" Data Analysis"","" Javascript"","" Software Testing"","" Front-End Web Development"","" HTML and CSS"","" Web Design"","" Web Development"","" Web Development Tools"","" Computer Graphic Techniques"","" Software Architecture"","" Data Model"","" Cryptography"","" Data Analysis Software"","" Statistical Programming"","" Strategy""}",Beginner , 3 - 6 Months
Natural Language Processing with Classification and Vector Spaces,"{"" Machine Learning"","" Natural Language Processing"","" Probability & Statistics"","" Python Programming"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Human Learning"","" Mathematics"","" Statistical Machine Learning""}",Intermediate , 1 - 4 Weeks
Introduction to Cybersecurity Tools & Cyber Attacks,"{"" Cryptography"","" Security Software"","" Cyberattacks"","" Leadership and Management""}",Beginner , 1 - 4 Weeks
"Brand Management: Aligning Business, Brand and Behaviour","{"" Brand Management"","" Leadership and Management"","" Marketing""}",Beginner , 1 - 3 Months
Machine Learning on Google Cloud,"{"" Machine Learning"","" Applied Machine Learning"","" Google Cloud Platform"","" Human Learning"","" Machine Learning Software"","" Cloud Computing"","" Machine Learning Algorithms"","" Deep Learning"","" Cloud Platforms"","" Artificial Neural Networks"","" Feature Engineering"","" Exploratory Data Analysis"","" Tensorflow"","" Python Programming"","" Data Analysis"","" Data Visualization"","" Probability & Statistics"","" Regression"","" Statistical Programming"","" Statistical Visualization"","" Algorithms"","" SQL"","" Cloud API"","" Apache"","" Extract"","" Transform"","" Load""}",Intermediate , 3 - 6 Months
Removing Barriers to Change,"{"" Business Psychology"","" Change Management"","" Leadership and Management"","" Problem Solving"","" Strategy"","" Behavioral Economics"","" Influencing"","" Marketing"","" Organizational Development"","" Strategy and Operations""}",Beginner , 1 - 4 Weeks
Google Cloud Digital Leader Training,"{"" Cloud Computing"","" Cloud Infrastructure"","" Google Cloud Platform"","" Cloud Management"","" Cloud Platforms"","" Cloud Applications"","" Cloud-Based Integration"","" Cloud Clients"","" Kubernetes"","" Other Cloud Platforms and Tools"","" Data Management"","" DevOps"","" Software Engineering Tools"","" System Security"","" Data Architecture"","" Google App Engine"","" Account Management"","" Collaboration"","" Innovation"","" Leadership and Management"","" Operations Management"","" Data Warehousing"","" Machine Learning""}",Beginner , 3 - 6 Months
SAS Programmer,"{"" SAS (Software)"","" Data Analysis"","" Statistical Programming"","" Data Analysis Software"","" Computer Programming"","" Statistical Analysis"","" Programming Principles"","" Data Management"","" Data Structures"","" Exploratory Data Analysis"","" Databases"","" SQL"","" Problem Solving"","" Process Analysis"","" Computer Programming Tools"","" Computational Logic""}",Beginner , 3 - 6 Months
Management Consulting,"{"" Leadership and Management"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Decision Making"","" Strategy"","" Business Development"","" Business Intelligence"","" Communication"","" Market Research"","" Data Analysis"","" People Analysis"","" People Management"","" Process Analysis"","" Project Management"","" Strategy and Operations"","" Data Management""}",Beginner , 3 - 6 Months
Excel Skills for Data Analytics and Visualization,"{"" Business Analysis"","" Spreadsheet Software"","" Data Analysis"","" Data Management"","" Data Visualization"","" Microsoft Excel"","" Data Analysis Software"","" Exploratory Data Analysis"","" Statistical Visualization"","" Data Model"","" Data Structures"","" Data Visualization Software"","" Database Design"","" Plot (Graphics)"","" Visual Design"","" Big Data"","" Power BI"","" Leadership and Management""}",Intermediate , 3 - 6 Months
MATLAB Programming for Engineers and Scientists,"{"" Computer Programming"","" Other Programming Languages"","" Matlab"","" Data Analysis"","" Algorithms"","" Theoretical Computer Science"","" Data Visualization"","" Mathematics"","" Plot (Graphics)"","" Visualization (Computer Graphics)"","" Computer Graphics"","" Statistical Machine Learning"","" Data Analysis Software"","" Problem Solving"","" Programming Principles""}",Beginner , 3 - 6 Months
Strategic Leadership and Management,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Leadership Development"","" Decision Making"","" Entrepreneurship"","" Organizational Development"","" Business Analysis"","" Business Process Management"","" Change Management"","" Business Design"","" Business Development"","" Business Transformation"","" Communication"","" Critical Thinking"","" Culture"","" Performance Management"","" Problem Solving"","" Human Resources"","" Marketing"","" Operational Analysis"","" Sales"","" Adaptability"","" Conflict Management"","" Influencing"","" Negotiation"","" People Development"","" Business Psychology"","" Market Analysis"","" Product Strategy"","" Research and Design""}",Beginner , 3 - 6 Months
Software Design and Architecture,"{"" Software Architecture"","" Software Engineering"","" Systems Design"","" Programming Principles"","" Computer Programming"","" System Software"","" Application Development"","" Computer Architecture"","" Design and Product"","" Java Programming"","" Product Design"","" Software Engineering Tools"","" Problem Solving"","" Computational Thinking"","" Project Management"","" Data Visualization"","" System Programming""}",Beginner , 3 - 6 Months
"Effective Communication: Writing, Design, and Presentation","{"" Communication"","" Writing"","" Creativity"","" Business Design"","" Computer Graphics"","" Design and Product"","" Graphic Design"","" Interactive Design"","" Marketing Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Business Communication"","" Professional Development"","" Critical Thinking"","" Leadership and Management"","" Decision Making"","" Natural Language Processing"","" Strategy"","" Reinforcement Learning"","" Emotional Intelligence""}",Beginner , 3 - 6 Months
Investment Management with Python and Machine Learning,"{"" Investment Management"","" Python Programming"","" Finance"","" Data Analysis"","" Computer Programming"","" Machine Learning"","" Statistical Programming"","" Applied Machine Learning"","" Financial Analysis"","" Machine Learning Algorithms"","" Risk Management"","" Statistical Machine Learning"","" Data Analysis Software"","" Data Management"","" Data Mining"","" Natural Language Processing"","" Algorithms"","" Human Learning"","" Big Data"","" Leadership and Management"","" Computer Science""}",Beginner , 3 - 6 Months
Agile Development,"{"" Agile Software Development"","" Design and Product"","" Leadership and Management"","" Product Management"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Probability Distribution""}",Beginner , 3 - 6 Months
Introduction to Social Media Marketing,"{"" Communication"","" Marketing"","" Digital Marketing"","" Social Media"","" Media Strategy & Planning"","" Advertising"","" Entrepreneurship"","" Marketing Management""}",Beginner , 1 - 3 Months
Introduction to Business,"{"" Marketing"","" Strategy and Operations"","" Accounting"","" Digital Marketing"","" Entrepreneurship"","" Finance"","" Financial Management"","" Leadership and Management"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" People Management"","" Planning"","" Sales"","" Strategy"","" Supply Chain and Logistics"","" Search Engine Optimization"","" Storytelling""}",Beginner , 1 - 3 Months
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","{"" Machine Learning"","" Tensorflow"","" Artificial Neural Networks"","" Computer Programming"","" Machine Learning Algorithms"","" Deep Learning"","" Machine Learning Software"","" Applied Machine Learning"","" Human Learning"","" Algorithms"","" Computer Vision""}",Intermediate , 1 - 4 Weeks
Introduction to Calculus,"{"" Algebra"","" Calculus"","" Mathematical Theory & Analysis"","" Mathematics"","" Problem Solving"","" Computational Logic"","" Critical Thinking"","" Differential Equations"","" Plot (Graphics)"","" Geometry""}",Intermediate , 1 - 3 Months
Microsoft Azure Data Scientist Associate (DP-100),"{"" Machine Learning"","" Microsoft Azure"","" Applied Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Cloud Computing"","" Python Programming"","" Human Learning"","" Algorithms"","" Big Data"","" Cloud Applications"","" Data Analysis"","" Regression"","" Cloud-Based Integration"","" Extract"","" Transform"","" Load"","" Training"","" Exploratory Data Analysis"","" Cloud Platforms"","" Data Management"","" Deep Learning"","" Experiment""}",Intermediate , 3 - 6 Months
Introduction to Discrete Mathematics for Computer Science,"{"" Mathematics"","" Problem Solving"","" Mathematical Theory & Analysis"","" Algorithms"","" Critical Thinking"","" Graph Theory"","" Combinatorics"","" Computational Thinking"","" Probability & Statistics"","" Computer Programming"","" Python Programming"","" Computational Logic"","" General Statistics"","" Theoretical Computer Science"","" Probability Distribution"","" Strategy"","" Creativity"","" Experiment"","" Calculus"","" Game Theory"","" Visualization (Computer Graphics)"","" Plot (Graphics)"","" Cryptography"","" Sales""}",Beginner , 3 - 6 Months
Project Launch,"{"" Leadership and Management"","" Project Management""}",Beginner , 1 - 3 Months
Machine Learning with Python,"{"" Machine Learning"","" Algorithms"","" Applied Machine Learning"","" Customer Analysis"","" Data Analysis"","" Decision Making"","" Human Learning"","" Machine Learning Algorithms"","" Python Programming"","" Statistical Machine Learning"","" Regression""}",Intermediate , 1 - 3 Months
Databases and SQL for Data Science with Python,"{"" Python Programming"","" Computational Thinking"","" Computer Programming"","" Data Analysis"","" Data Management"","" Database Application"","" Database Design"","" Database Theory"","" Databases"","" SQL"","" Cloud Computing"","" IBM Cloud""}",Beginner , 1 - 3 Months
Six Sigma Yellow Belt,"{"" Process Analysis"","" Strategy and Operations"","" Leadership and Management"","" Data Analysis"","" Business Analysis"","" Business Process Management"","" Performance Management"","" Probability & Statistics"","" Operational Analysis"","" Organizational Development"","" Problem Solving"","" Project Management"","" General Statistics"","" Planning"","" Statistical Tests"","" Critical Thinking"","" Operations Management"","" Statistical Visualization"","" Correlation And Dependence"","" Customer Relationship Management"","" Collaboration"","" Entrepreneurship"","" People Development"","" Risk Management"","" Business Psychology"","" Communication""}",Beginner , 3 - 6 Months
Get Started with Python,"{"" Computer Programming"","" Data Analysis"","" Python Programming""}",Advanced , 1 - 3 Months
Diversity and inclusion in the workplace,"{"" Human Resources"","" Leadership and Management"","" Organizational Development"","" Change Management"","" Critical Thinking"","" Employee Relations"","" People Analysis"","" Professional Development"","" Talent Management"","" Continuous Integration"","" Training""}",Beginner , 1 - 4 Weeks
Business Data Management and Communication,"{"" Business Analysis"","" Accounting"","" Data Management"","" General Accounting"","" Account Management"","" Data Analysis"","" Finance"","" Financial Accounting"","" Financial Management"","" Leadership and Management"","" Accounts Payable and Receivable"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Management Accounting"","" Business Intelligence"","" Cost Accounting"","" R Programming"","" Communication"","" Data Visualization"","" Interactive Data Visualization"","" Statistical Programming"","" Big Data"","" Data Visualization Software"","" Visual Design"","" Visualization (Computer Graphics)"","" Creativity"","" Plot (Graphics)"","" Computer Programming"","" Innovation"","" Strategy""}",Intermediate , 3 - 6 Months
Put It to Work: Prepare for Cybersecurity Jobs,"{"" Computer Programming"","" Python Programming"","" SQL""}",Beginner , 1 - 3 Months
Branding: The Creative Journey,"{"" Brand Management"","" Marketing"","" Leadership and Management"","" Advertising"","" Communication"","" Strategy"","" Creativity"","" Strategy and Operations"","" Digital Marketing"","" User Experience"","" Customer Analysis"","" Design and Product"","" Media Strategy & Planning"","" Customer Relationship Management"","" Customer Success"","" Customer Support"","" Social Media"","" Storytelling"","" User Experience Design"","" Visual Design"","" Graphic Design"","" Journalism""}",Beginner , 3 - 6 Months
Real-World Product Management,"{"" Leadership and Management"","" Product Strategy"","" Product Management"","" Strategy"","" Marketing"","" Strategy and Operations"","" Product Marketing"","" Business Development"","" Business Process Management"","" Market Analysis""}",Beginner , 3 - 6 Months
Introduction to Financial Accounting,"{"" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Cash Management"","" Cost Accounting"","" Financial Analysis""}",Mixed , 1 - 4 Weeks
Google Project Management (DE),"{"" Design and Product"","" Microsoft Excel"","" Software Engineering"","" Leadership and Management"","" Business Analysis"","" Business Design"","" Data Analysis"","" Marketing Design"","" Creativity"","" Persona Research"","" Customer Analysis""}",Beginner , 3 - 6 Months
Risk Management,"{"" Leadership and Management"","" Risk Management"","" Finance"","" Probability & Statistics"","" Strategy"","" Financial Analysis"","" Strategy and Operations"","" Operations Management"","" Statistical Tests"","" Business Analysis"","" Business Process Management"","" Operational Analysis"","" Market Analysis"","" Financial Management"","" Statistical Analysis"","" Critical Thinking"","" Regulations and Compliance"","" Banking"","" General Statistics"","" Operating Systems"","" Data Analysis"","" Probability Distribution""}",Beginner , 3 - 6 Months
Cybersecurity for Everyone,"{"" Cyberattacks"","" Human Computer Interaction"","" Network Security"","" Security Engineering"","" Security Strategy"","" Computer Security Models"","" Leadership and Management"","" Risk Management"","" Software Security"","" Critical Thinking""}",Beginner , 1 - 3 Months
Agile with Atlassian Jira,"{"" Agile Software Development"","" Leadership and Management"","" Planning"","" Product Development"","" Product Management"","" Project Management"","" Scrum (Software Development)"","" Software Engineering"","" Software Testing"","" Technical Product Management"","" Jira (Software)""}",Beginner , 1 - 4 Weeks
Structuring Machine Learning Projects,"{"" Applied Machine Learning"","" Data Analysis"","" Deep Learning"","" Exploratory Data Analysis"","" Machine Learning"","" Machine Learning Algorithms"","" Organizational Development"","" Strategy"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning""}",Beginner , 1 - 4 Weeks
Investment Management,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Financial Analysis"","" Risk Management"","" Financial Management"","" Market Analysis"","" Strategy"","" Decision Making"","" Behavioral Economics"","" Strategy and Operations"","" Correlation And Dependence"","" Market Research"","" Performance Management"","" Probability & Statistics"","" Securities Trading"","" Mathematical Theory & Analysis"","" Statistical Analysis"","" Accounting""}",Beginner , 3 - 6 Months
Google Data Analytics Capstone: Complete a Case Study,"{"" Business Analysis"","" Computer Programming"","" Data Analysis"","" Exploratory Data Analysis"","" R Programming"","" SQL"","" Spreadsheet Software"","" Statistical Programming"","" Tableau Software""}",Beginner , 1 - 4 Weeks
IBM Mainframe Developer,"{"" Computer Programming"","" Other Programming Languages"","" Software Engineering"","" Theoretical Computer Science"","" Computer Architecture""}",Intermediate , 3 - 6 Months
Introduction to Marketing,"{"" Brand Management"","" Customer Analysis"","" Market Analysis"","" Marketing"","" Marketing Design"","" Product Marketing"","" Product Strategy"","" Strategy"","" Customer Relationship Management"","" Digital Marketing"","" Communication""}",Mixed , 1 - 3 Months
Software Architecture for Big Data,"{"" Big Data"","" Software Engineering""}",Advanced , 1 - 3 Months
ITIL 4 Exam Preparation,"{"" Organizational Development"","" Leadership and Management""}",Mixed , 1 - 3 Months
Introduction to Project Management,"{"" Leadership and Management"","" Project Management""}",Beginner , 1 - 3 Months
Convolutional Neural Networks,"{"" Artificial Neural Networks"","" Computer Vision"","" Machine Learning"","" Applied Machine Learning"","" Deep Learning"","" Machine Learning Software"","" Machine Learning Algorithms"","" Network Model"","" Tensorflow"","" Network Architecture"","" Human Learning""}",Intermediate , 1 - 4 Weeks
Web Design for Everybody: Basics of Web Development & Coding,"{"" Front-End Web Development"","" HTML and CSS"","" Web Design"","" Web Development"","" Web Development Tools"","" Computer Programming"","" Semantic Web"","" User Experience Design"","" Full-Stack Web Development"","" Interactive Design"","" Programming Principles"","" Computer Programming Tools"","" Javascript"","" Other Web Frameworks"","" Visual Design"","" Computational Logic"","" Design and Product""}",Beginner , 3 - 6 Months
Global Diplomacy – Diplomacy in the Modern World,"{"" Critical Thinking"","" Negotiation""}",Mixed , 1 - 3 Months
Conduct UX Research and Test Early Concepts,"{"" Planning"","" User Experience"","" User Research""}",Beginner , 1 - 4 Weeks
Data Visualization with Tableau,"{"" Data Visualization"","" Data Analysis"","" Data Analysis Software"","" Data Visualization Software"","" Tableau Software"","" Business Analysis"","" Business Intelligence"","" Statistical Visualization"","" Exploratory Data Analysis"","" Interactive Data Visualization"","" Interactive Design"","" Software Visualization"","" Storytelling"","" Visual Design"","" Visualization (Computer Graphics)"","" Plot (Graphics)"","" Computer Graphics""}",Beginner , 3 - 6 Months
Introduction to Mathematical Thinking,"{"" Critical Thinking"","" Mathematical Theory & Analysis"","" Mathematics"","" Problem Solving"","" Computational Logic"","" Algebra"","" Applied Mathematics"","" Data Analysis"","" Algorithms"","" Computational Thinking""}",Intermediate , 1 - 3 Months
Global Procurement and Sourcing,"{"" Procurement"","" Customer Relationship Management"","" Leadership and Management"","" Negotiation""}",Beginner , 3 - 6 Months
Six Sigma Black Belt,"{"" Leadership and Management"","" Organizational Development"","" Strategy and Operations"","" General Statistics"","" Probability & Statistics"","" Operations Management"","" Process Analysis"","" Statistical Analysis"","" Business Analysis"","" Data Analysis"","" Project Management"","" Business Process Management"","" Performance Management"","" Basic Descriptive Statistics"","" Entrepreneurship"","" Statistical Tests"","" Problem Solving"","" Probability Distribution"","" Statistical Visualization"","" Strategy"","" Decision Making"","" Leadership Development"","" Planning"","" Correlation And Dependence"","" People Management"","" Communication"","" Customer Analysis"","" Marketing"","" Sales"","" Supply Chain and Logistics"","" Collaboration"","" Conflict Management"","" Customer Success"","" Experiment""}",Intermediate , 3 - 6 Months
IBM z/OS Mainframe Practitioner,"{"" Operating Systems"","" System Programming"","" Computer Programming"","" Computer Programming Tools"","" Computer Architecture"","" Data Management"","" Theoretical Computer Science"","" Databases"","" Operations Management"","" Software-Defined Networking"","" User Experience""}",Intermediate , 1 - 3 Months
Preparing  Data for Analysis with Microsoft Excel,"{"" Data Analysis"","" Microsoft Excel"","" Power BI""}",Beginner , 1 - 4 Weeks
Python Basics,"{"" Computer Programming"","" Python Programming"","" Problem Solving""}",Beginner , 1 - 4 Weeks
Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",Mixed , 1 - 4 Weeks
Think Outside the Inbox: Email Marketing,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Communication"","" Data Analysis"","" Writing"","" Strategy""}",Beginner , 1 - 3 Months
Design Thinking,"{"" Leadership and Management"","" Innovation"","" Problem Solving"","" Strategy"","" Strategy and Operations"","" Research and Design"","" Communication"","" User Experience"","" Critical Thinking"","" Human Learning""}",Beginner , 3 - 6 Months
Good with Words: Writing and Editing,"{"" Writing"","" Communication"","" Leadership and Management"","" Professional Development"","" Critical Thinking"","" Creativity"","" Planning"","" Resilience""}",Beginner , 3 - 6 Months
Google UX Design (DE),"{"" Design and Product"","" User Experience Design"","" User Experience""}",Beginner , 3 - 6 Months
